MUN,LATITUDE,LONGITUDE
Oeiras,-7.01641,-42.1314
Parnaiba,-2.94,-41.78205
Cocal,-3.46813,-41.55155
Sao Miguel da Baixa Grande,-5.86469,-42.18891
Oeiras,-7.02208,-42.13108
Esperantina,-3.90341,-42.24925
Alvorada do Gurgueia,-8.44395,-43.86307
Jose de Freitas,-4.75755,-42.57723
Jose de Freitas,-4.76305,-42.57837
Inhuma,-6.66475,-41.62799
Esperantina,-3.8822,-42.23859
Teresina,-5.06403,-42.75971
Teresina,-4.92821,-42.76672
Teresina,-5.12097,-42.70377
Urucui,-7.23171,-44.55054
Urucui,-7.25333,-44.5511
Teresina,-5.05099,-42.68518
Teresina,-5.06972,-42.74677
Teresina,-5.00447,-42.76117
Urucui,-7.24492,-44.55417
Teresina,-5.1149,-42.7982
Teresina,-5.10151,-42.79007
Teresina,-4.98678,-42.83092
Teresina,-5.14785,-42.782
Joaquim Pires,-3.61703,-42.06916
Marcolandia,-7.44438,-40.66185
Valenca do Piaui,-6.39923,-41.71877
Amarante,-6.24661,-42.85369
Jatoba do Piaui,-4.77315,-41.81982
Porto,-3.89508,-42.71486
Amarante,-6.20043,-42.79747
Paqueta,-7.10146,-41.70138
Teresina,-5.00734,-42.78226
Ribeiro Goncalves,-8.05567,-45.4428
Massape do Piaui,-7.46548,-41.12385
Esperantina,-3.8437,-42.11417
Milton Brandao,-4.70422,-41.44804
Curimata,-10.03129,-44.30072
Monte Alegre do Piaui,-9.58417,-44.80312
Nossa Senhora dos Remedios,-4.10072,-42.61152
Dom Expedito Lopes,-6.96126,-41.71854
Vera Mendes,-7.60574,-41.48004
Cristino Castro,-8.82018,-44.22441
Pimenteiras,-6.27346,-41.52924
Guaribas,-9.38449,-43.68199
Jaicos,-7.38791,-41.22035
Alegrete do Piaui,-7.23921,-40.86459
Padre Marcos,-7.4816,-40.92377
Barras,-4.23895,-42.28923
Santa Rosa do Piaui,-6.80089,-42.27704
Santo Antonio de Lisboa,-6.9911,-41.20338
Santana do Piaui,-6.9463,-41.51975
Juazeiro do Piaui,-4.84889,-41.47332
Pimenteiras,-6.63476,-41.2669
Pio IX,-6.83268,-40.61827
Padre Marcos,-7.35471,-40.90586
Isaias Coelho,-7.73431,-41.67944
Bonfim do Piaui,-9.16656,-42.87966
Nazare do Piaui,-7.01816,-42.69915
Pio IX,-6.83268,-40.61827
Matias Olimpio,-3.71687,-42.55629
Barras,-4.24309,-42.29533
Picos,-7.08137,-41.46882
Picos,-7.0379,-41.5522
Itaueira,-7.58394,-43.09837
Landri Sales,-7.40237,-44.01981
Picos,-7.08548,-41.48173
Geminiano,-7.15818,-41.36049
Campinas do Piaui,-7.74233,-41.87911
Corrente,-10.52216,-45.12904
Sao Jose do Piaui,-6.85129,-41.46377
Geminiano,-7.16273,-41.37824
Corrente,-10.50442,-45.2333
Floriano,-6.96216,-43.07863
Monsenhor Hipolito,-6.86577,-41.00361
Beneditinos,-5.55574,-42.42647
Cajazeiras do Piaui,-6.79232,-42.39409
Joaquim Pires,-3.50693,-42.19488
Floriano,-7.32107,-42.90716
Padre Marcos,-7.33496,-40.93111
Floriano,-6.76178,-43.00229
Jaicos,-7.36874,-41.14078
Jose de Freitas,-4.75762,-42.57682
Altos,-5.03322,-42.44795
Teresina,-5.04483,-42.81588
Altos,-5.04054,-42.45666
Picos,-7.07978,-41.4743
Milton Brandao,-4.6801,-41.72558
Elesbao Veloso,-6.38201,-42.05669
Teresina,-5.29371,-42.71728
Massape do Piaui,-7.46548,-41.12385
Regeneracao,-6.24871,-42.68252
Dom Expedito Lopes,-6.97106,-41.65565
Ipiranga do Piaui,-6.82693,-41.73991
Campo Maior,-4.84578,-42.18005
Massape do Piaui,-7.43614,-41.03829
Geminiano,-7.23244,-41.40285
Uniao,-4.59115,-42.86275
Luzilandia,-3.56377,-42.25307
Massape do Piaui,-7.53294,-41.01288
Palmeirais,-5.97158,-43.05675
Coivaras,-4.97873,-42.26637
Sao Juliao,-7.085,-40.826
Sao Jose do Peixe,-7.494,-42.564
Nazare do Piaui,-6.96972,-42.66972
Jurema,-9.231,-43.128
Sao Braz do Piaui,-9.21989,-43.00627
Redencao do Gurgueia,-9.487,-44.586
Francisco Santos,-6.993,-41.138
Padre Marcos,-7.355,-40.904
Manoel Emidio,-8.00779,-43.86972
Isaias Coelho,-7.73604,-41.67243
Nossa Senhora dos Remedios,-3.979,-42.621
Paes Landim,-7.778,-42.256
Paes Landim,-7.778,-42.256
Anisio de Abreu,-9.189,-43.046
Batalha,-4.024,-42.078
Porto Alegre do Piaui,-6.967,-44.182
Santa Filomena,-9.11201,-45.9172
Santo Inacio do Piaui,-7.42889,-41.90963
Teresina,-5.1418,-42.78888
Avelino Lopes,-10.13542,-43.94533
Santa Rosa do Piaui,-6.79935,-42.28837
Brasileira,-4.131,-41.782
Sao Jose do Piaui,-6.87671,-41.47232
Lagoa do Barro do Piaui,-8.47382,-41.52089
Fartura do Piaui,-9.48194,-42.7913
Teresina,-4.99549,-42.83121
Sao Raimundo Nonato,-9.015,-42.699
Sao Joao da Canabrava,-6.817,-41.343
Picos,-7.07294,-41.46684
Flores do Piaui,-7.791,-42.927
Jaicos,-7.35559,-41.13604
Aroazes,-6.119,-41.793
Inhuma,-6.66768,-41.70474
Cristalandia do Piaui,-10.65186,-45.18435
Demerval Lobao,-5.358,-42.676
Murici dos Portelas,-3.319,-42.094
Simoes,-7.5915,-40.81409
Corrente,-10.43943,-45.15746
Urucui,-7.22446,-44.55373
Arraial,-6.63588,-42.51172
Cajueiro da Praia,-2.92344,-41.33503
Cocal,-3.46989,-41.55458
Pio IX,-6.83041,-40.60866
Porto,-3.88943,-42.7061
Sao Miguel do Tapuio,-5.5022,-41.32073
Luis Correia,-2.87429,-41.66684
Coronel Jose Dias,-8.78009,-42.31509
Piripiri,-4.27073,-41.77294
Ribeiro Goncalves,-7.56208,-45.23384
Amarante,-6.34132,-42.82451
Bom Jesus,-9.07094,-44.36052
Piracuruca,-3.92396,-41.71761
Bocaina,-6.95484,-41.32234
Curral Novo do Piaui,-7.83191,-40.9024
Cristalandia do Piaui,-10.6478,-45.18603
Simplicio Mendes,-7.85795,-41.91091
Esperantina,-3.8956,-42.23536
Oeiras,-6.70153,-42.09969
Lagoa Alegre,-4.46048,-42.47857
Piripiri,-4.27606,-41.7785
Angical do Piaui,-6.11491,-42.77604
Sao Joao da Varjota,-6.91901,-41.86374
Matias Olimpio,-3.66522,-42.55792
Palmeirais,-5.77415,-43.07625
Miguel Alves,-4.15949,-42.89062
Oeiras,-7.00963,-42.1372
Simplicio Mendes,-7.85701,-41.91035
Matias Olimpio,-3.74552,-42.5005
Cocal,-3.59874,-41.70064
Canto do Buriti,-8.10115,-42.9498
Jose de Freitas,-4.83513,-42.67064
Parnagua,-10.22415,-44.63597
Nossa Senhora dos Remedios,-3.99122,-42.62395
Uniao,-4.40036,-42.88856
Barra D'Alcantara,-6.51887,-42.105
Lagoinha do Piaui,-5.83424,-42.63388
Nazaria,-5.34692,-42.81404
Marcos Parente,-6.98428,-43.9849
Julio Borges,-10.31961,-44.11733
Teresina,-5.13161,-42.78554
Joaquim Pires,-3.61484,-41.97144
Jardim do Mulato,-6.09657,-42.63395
Castelo do Piaui,-5.31205,-41.54934
Sao Raimundo Nonato,-9.01536,-42.69228
Bom Principio do Piaui,-3.19242,-41.64359
Curralinhos,-5.61954,-42.83256
Pimenteiras,-6.23794,-41.41914
Batalha,-4.02041,-42.07521
Queimada Nova,-8.58542,-41.41702
Caxingo,-3.36458,-41.93994
Alagoinha do Piaui,-7.00817,-40.93463
Boqueirao do Piaui,-4.49099,-42.07212
Sao Joao do Piaui,-8.34884,-42.25643
Hugo Napoleao,-5.98939,-42.55665
Regeneracao,-6.24018,-42.68502
Esperantina,-3.757,-42.17129
Manoel Emidio,-8.04838,-44.06972
Buriti dos Lopes,-3.21233,-41.74489
Monsenhor Hipolito,-6.88679,-41.0406
Francisco Santos,-6.99417,-41.13615
Sao Goncalo do Piaui,-5.99548,-42.70344
Sao Joao da Serra,-5.50879,-41.89926
Buriti dos Lopes,-3.17472,-41.8702
Passagem Franca do Piaui,-5.86001,-42.44057
Ilha Grande,-2.8393,-41.81872
Pedro II,-4.37516,-41.43674
Cocal,-3.46995,-41.55685
Riacho Frio,-10.1257,-44.95206
Parnaiba,-2.91551,-41.76108
Simoes,-7.55378,-40.71769
Sussuapara,-6.99587,-41.3697
Parnaiba,-2.9326,-41.78922
Campo Alegre do Fidalgo,-8.37448,-41.83201
Floriano,-6.76967,-43.02064
Barras,-4.23781,-42.29721
Simoes,-7.84627,-40.6448
Batalha,-4.02041,-42.07521
Valenca do Piaui,-6.45779,-41.79885
Morro Cabeca no Tempo,-9.91449,-43.88501
Valenca do Piaui,-6.36095,-41.71283
Sebastiao Barros,-10.81667,-44.83328
Santo Antonio de Lisboa,-6.98214,-41.23089
Jose de Freitas,-4.76305,-42.57837
Lagoa Alegre,-4.51581,-42.62433
Luis Correia,-2.88156,-41.66456
Luis Correia,-2.88475,-41.66451
Cristalandia do Piaui,-10.6478,-45.18603
Itaueira,-7.46047,-42.87064
Porto,-3.89137,-42.70488
Anisio de Abreu,-9.17491,-43.03485
Sao Pedro do Piaui,-5.92716,-42.7201
Buriti dos Montes,-5.31206,-41.10185
Floriano,-6.76003,-43.01156
Sao Joao da Fronteira,-3.956,-41.258
Buriti dos Lopes,-3.15241,-41.92507
Novo Oriente do Piaui,-6.4494,-41.92872
Novo Oriente do Piaui,-6.53232,-41.92174
Sao Pedro do Piaui,-5.91395,-42.72366
Parnaiba,-2.93258,-41.75308
Parnaiba,-2.92022,-41.75841
Parnaiba,-2.90336,-41.77817
Alto Longa,-5.52403,-42.14441
Alto Longa,-5.25099,-42.21032
Parnaiba,-2.92242,-41.7448
Teresina,-5.0747,-42.62613
Oeiras,-6.86668,-42.40156
Luis Correia,-2.88156,-41.66456
Sao Miguel da Baixa Grande,-5.86368,-42.1861
Santo Inacio do Piaui,-7.42632,-41.91181
Alto Longa,-5.25099,-42.21032
Oeiras,-7.01641,-42.1314
Inhuma,-6.67946,-41.66697
Fronteiras,-7.08077,-40.58695
Teresina,-5.25249,-42.66976
Teresina,-5.11637,-42.78749
Teresina,-5.09509,-42.7399
Teresina,-5.08543,-42.7758
Teresina,-5.1539,-42.79155
Teresina,-5.04169,-42.81361
Valenca do Piaui,-6.39819,-41.74053
Massape do Piaui,-7.56872,-41.05
Ipiranga do Piaui,-6.8067,-41.83452
Massape do Piaui,-7.61586,-41.10481
Cabeceiras do Piaui,-4.46779,-42.31405
Valenca do Piaui,-6.39819,-41.74053
Campinas do Piaui,-7.54784,-41.85866
Corrente,-10.50805,-45.05327
Curimata,-10.03129,-44.30072
Altos,-5.04041,-42.44479
Canto do Buriti,-8.10823,-42.94402
Barras,-4.06952,-42.49455
Sao Raimundo Nonato,-9.01536,-42.69228
Bela Vista do Piaui,-7.97302,-41.87039
Padre Marcos,-7.35308,-40.90645
Pio IX,-6.83268,-40.61827
Alvorada do Gurgueia,-8.44395,-43.86307
Padre Marcos,-7.44766,-40.82695
Picos,-7.08137,-41.46882
Picos,-7.08137,-41.46882
Joaquim Pires,-3.56452,-42.09209
Barras,-4.34154,-42.48451
Parnaiba,-2.91688,-41.7509
Isaias Coelho,-7.73431,-41.67944
Aroeiras do Itaim,-7.27874,-41.5632
Geminiano,-7.20187,-41.30325
Luzilandia,-3.45985,-42.37278
Picos,-7.08137,-41.46882
Picos,-7.08786,-41.40753
Monsenhor Gil,-5.55148,-42.61739
Aroeiras do Itaim,-7.23096,-41.53029
Monsenhor Hipolito,-7.0035,-41.03289
Campinas do Piaui,-7.59149,-41.89511
Picos,-7.08436,-41.47145
Hugo Napoleao,-5.98778,-42.56256
Teresina,-5.07873,-42.81867
Campo Maior,-4.83061,-42.18213
Campo Maior,-4.82847,-42.18405
Cabeceiras do Piaui,-4.39281,-42.36443
Teresina,-5.15889,-42.7649
Paulistana,-8.1336,-41.1498
Floriano,-6.78773,-43.03488
Santana do Piaui,-6.94816,-41.48682
Alto Longa,-5.37751,-42.31901
Acaua,-8.39209,-41.09081
Francisco Ayres,-6.623,-42.693
Inhuma,-6.668,-41.708
Teresina,-5.06542,-42.81224
Matias Olimpio,-3.716,-42.556
Rio Grande do Piaui,-7.775,-43.142
Varzea Grande,-6.54429,-42.2464
Arraial,-6.65003,-42.53169
Monte Alegre do Piaui,-9.75559,-45.30634
Parnagua,-10.227,-44.639
Castelo do Piaui,-5.322,-41.553
Boa Hora,-4.411,-42.086
Ribeiro Goncalves,-7.558,-45.242
Beneditinos,-5.455,-42.36
Patos do Piaui,-7.65291,-41.20266
Cocal,-3.471,-41.555
Luzilandia,-3.45474,-42.36887
Jose de Freitas,-4.756,-42.576
Ribeiro Goncalves,-7.558,-45.242
Curralinhos,-5.583,-42.778
Baixa Grande do Ribeiro,-7.85017,-45.2083
Palmeirais,-5.97344,-43.05813
Paulistana,-8.1396,-41.14333
Jose de Freitas,-4.7539,-42.57209
Miguel Leao,-5.67514,-42.73655
Cocal de Telha,-4.55748,-41.95904
Picos,-7.07294,-41.46684
Pedro II,-4.42705,-41.45856
Castelo do Piaui,-5.32006,-41.55152
Teresina,-5.16974,-42.78415
Monte Alegre do Piaui,-9.61153,-45.07466
Teresina,-5.08689,-42.80119
Piripiri,-4.27073,-41.77294
Parnaiba,-2.90288,-41.77277
Matias Olimpio,-3.70966,-42.55339
Jacobina do Piaui,-7.93452,-41.2061
Cajazeiras do Piaui,-6.75983,-42.38842
Novo Santo Antonio,-5.28638,-41.93333
Jose de Freitas,-4.7539,-42.57209
Alegrete do Piaui,-7.23909,-40.85458
Cocal dos Alves,-3.72395,-41.44282
Marcolandia,-7.41481,-40.73613
Tanque do Piaui,-6.52512,-42.31684
Canto do Buriti,-8.23245,-43.01512
Santo Inacio do Piaui,-7.52721,-41.92099
Oeiras,-6.88427,-42.09538
Lagoa do Barro do Piaui,-8.48217,-41.5313
Inhuma,-6.72645,-41.5216
Vila Nova do Piaui,-7.24349,-40.95166
Teresina,-5.05503,-42.76668
Teresina,-5.04614,-42.74574
Teresina,-5.10579,-42.75765
Teresina,-5.15014,-42.77531
Madeiro,-3.48421,-42.50514
Teresina,-5.17744,-42.76267
Coronel Jose Dias,-8.81636,-42.47035
Domingos Mourao,-4.25343,-41.27188
Amarante,-6.24661,-42.85369
Paqueta,-7.06271,-41.62412
Jaicos,-7.35387,-41.1397
Paulistana,-8.14255,-41.14851
Valenca do Piaui,-6.4124,-41.86492
Sao Francisco de Assis do Piaui,-8.23462,-41.69093
Demerval Lobao,-5.3588,-42.67671
Massape do Piaui,-7.43165,-41.14412
Caraubas do Piaui,-3.47709,-41.84349
Brasileira,-4.14737,-41.41564
Conceicao do Caninde,-7.87685,-41.59604
Brasileira,-4.13782,-41.78925
Guadalupe,-6.78524,-43.56692
Sao Felix do Piaui,-5.95557,-42.19681
Altos,-5.02723,-42.45469
Padre Marcos,-7.29771,-40.88244
Queimada Nova,-8.58542,-41.41702
Pio IX,-6.83268,-40.61827
Queimada Nova,-8.4459,-41.33635
Sao Raimundo Nonato,-9.00631,-42.69894
Rio Grande do Piaui,-7.77418,-43.13987
Isaias Coelho,-7.53007,-41.71412
Boqueirao do Piaui,-4.48581,-42.10362
Canto do Buriti,-8.10823,-42.94402
Altos,-5.01195,-42.5924
Sao Jose do Piaui,-6.87199,-41.47718
Bocaina,-6.94032,-41.32061
Betania do Piaui,-8.14566,-40.79662
Simoes,-7.59913,-40.8175
Pio IX,-6.83268,-40.61827
Sao Raimundo Nonato,-9.01536,-42.69228
Lagoa de Sao Francisco,-4.39322,-41.60262
Lagoa do Piaui,-5.51317,-42.70984
Floriano,-6.76331,-43.01746
Picos,-7.08198,-41.47302
Picos,-7.08137,-41.46882
Campo Maior,-4.82911,-42.16674
Geminiano,-7.12981,-41.41262
Picos,-7.08462,-41.46899
Picos,-7.08137,-41.46882
Floriano,-6.77199,-43.00974
Floriano,-6.76003,-43.01156
Francinopolis,-6.42862,-42.16248
Picos,-7.07825,-41.43764
Elesbao Veloso,-6.02738,-42.17795
Cristino Castro,-8.81546,-44.21761
Baixa Grande do Ribeiro,-7.85015,-45.21349
Campo Maior,-4.82911,-42.16674
Paulistana,-8.10713,-40.96619
Santo Antonio de Lisboa,-6.98038,-41.22922
Avelino Lopes,-10.13474,-43.94151
Santo Antonio de Lisboa,-6.97771,-41.27078
Joaquim Pires,-3.3839,-42.12598
Luzilandia,-3.46081,-42.37163
Uniao,-4.58601,-42.86292
Barras,-4.29709,-42.35877
Piripiri,-4.27095,-41.77787
Nova Santa Rita,-8.087,-42.052
Canavieira,-7.688,-43.721
Santa Cruz do Piaui,-7.18537,-41.76845
Sao Goncalo do Piaui,-5.993,-42.703
Fartura do Piaui,-9.48464,-42.79312
Coronel Jose Dias,-8.81,-42.50762
Guadalupe,-6.78194,-43.58166
Pedro Laurentino,-8.068,-42.285
Conceicao do Caninde,-7.878,-41.597
Ribeiro Goncalves,-7.56088,-45.24127
Socorro do Piaui,-7.85949,-42.48825
Teresina,-5.01619,-42.77432
Baixa Grande do Ribeiro,-7.85015,-45.21349
Bocaina,-6.94032,-41.32061
Flores do Piaui,-7.78202,-42.92771
Bertolinia,-7.64122,-43.9499
Francinopolis,-6.39949,-42.25861
Aroazes,-6.11543,-41.79314
Alagoinha do Piaui,-7.01042,-40.94016
Sao Luis do Piaui,-6.82519,-41.32457
Redencao do Gurgueia,-9.487,-44.586
Colonia do Piaui,-7.231,-42.178
Teresina,-5.089,-42.802
Sao Raimundo Nonato,-9.015,-42.699
Esperantina,-3.89455,-42.23421
Teresina,-5.08689,-42.80119
Elesbao Veloso,-6.20545,-42.1329
Elesbao Veloso,-6.202,-42.14
Aroazes,-6.119,-41.793
Parnagua,-10.22327,-44.63689
Elesbao Veloso,-6.202,-42.14
Sao Joao da Fronteira,-3.95339,-41.25458
Demerval Lobao,-5.358,-42.676
Assuncao do Piaui,-5.85949,-41.03706
Marcolandia,-7.41481,-40.73613
Parnaiba,-2.90288,-41.77277
Baixa Grande do Ribeiro,-7.85017,-45.2083
Agricolandia,-5.7871,-42.68805
Boqueirao do Piaui,-4.48537,-42.07107
Jose de Freitas,-4.7539,-42.57209
Alto Longa,-5.25068,-42.20627
Sao Joao do Arraial,-3.81802,-42.44113
Santa Cruz do Piaui,-7.18452,-41.76718
Picos,-7.07294,-41.46684
Sao Joao da Varjota,-6.40796,-41.85881
Picos,-7.07294,-41.46684
Altos,-5.03654,-42.46094
Paulistana,-8.1396,-41.14333
Passa e Fica,-6.45938,-35.57621
Major Sales,-6.40375,-38.32345
Portalegre,-5.99819,-37.94179
Lagoa Salgada,-6.12668,-35.44083
Apodi,-5.7222,-37.7555
Caico,-6.4829,-37.0622
Patu,-6.10153,-37.6401
Serra de Sao Bento,-6.42224,-35.74022
Sao Vicente,-6.21496,-36.68866
Ceara-Mirim,-5.69489,-35.52695
Ipanguacu,-5.53548,-36.87088
Venha-Ver,-6.31942,-38.49123
Itau,-5.83793,-37.98826
Sao Fernando,-6.38386,-37.1854
Jardim do Serido,-6.58628,-36.77649
Upanema,-5.64069,-37.26002
Martins,-6.09074,-37.91205
Pedra Grande,-5.15,-35.879
Areia Branca,-4.95719,-37.13327
Sao Goncalo do Amarante,-5.74639,-35.44539
Augusto Severo,-5.86134,-37.311
Umarizal,-5.98409,-37.81151
Canguaretama,-6.37492,-35.12853
Natal,-5.8428,-35.2045
Tibau do Sul,-6.18807,-35.0926
Luis Gomes,-6.41402,-38.38642
Angicos,-5.66105,-36.60715
Natal,-5.74212,-35.24351
Monte Alegre,-6.06787,-35.33209
Acu,-5.57647,-36.91529
Santa Cruz,-6.23007,-36.02051
Natal,-5.83597,-35.23124
Coronel Joao Pessoa,-6.26011,-38.44025
Caico,-6.47247,-37.10986
Parana,-6.48533,-38.31112
Florania,-6.05265,-36.78048
Lagoa de Pedras,-6.154,-35.43544
Rodolfo Fernandes,-5.78895,-38.05998
Lagoa Nova,-6.09445,-36.47113
Natal,-5.76826,-35.26154
Macaiba,-5.85723,-35.35523
Mossoro,-5.19274,-37.35336
Jucurutu,-6.04801,-37.02918
Pau dos Ferros,-6.09912,-38.20615
Upanema,-5.62184,-37.13398
Santa Cruz,-6.2333,-36.03183
Antonio Martins,-6.216,-37.88573
Natal,-5.75522,-35.2409
Serra Caiada,-6.10491,-35.7056
Umarizal,-5.98335,-37.82264
Touros,-5.19966,-35.46176
Pedro Velho,-6.43318,-35.22293
Ares,-6.19371,-35.16063
Caico,-6.46034,-37.09705
Lagoa d'Anta,-6.39254,-35.59688
Macaiba,-5.85269,-35.3555
Natal,-5.77016,-35.26141
Natal,-5.75089,-35.25225
Natal,-5.75089,-35.25225
Senador Eloi de Souza,-6.03622,-35.69566
Caico,-6.46494,-37.11433
Itau,-5.83793,-37.98826
Frutuoso Gomes,-6.15919,-37.83892
Jucurutu,-6.03922,-37.04499
Caico,-6.44408,-37.08156
Tenente Ananias,-6.40083,-38.14384
Sao Jose do Serido,-6.49391,-36.82698
Currais Novos,-6.25652,-36.50276
Monte Alegre,-6.06787,-35.33209
Lajes,-5.69883,-36.24273
Guamare,-5.10736,-36.31814
Nisia Floresta,-6.09071,-35.2113
Parelhas,-6.68875,-36.6578
Encanto,-6.11113,-38.30487
Pedro Velho,-6.46114,-35.23682
Touros,-5.15251,-35.51729
Olho-d'Agua do Borges,-5.95925,-37.71182
Apodi,-5.66376,-37.79778
Natal,-5.74979,-35.25456
Ielmo Marinho,-5.73987,-35.47268
Martins,-6.05639,-37.86079
Alexandria,-6.43834,-38.05865
Sao Goncalo do Amarante,-5.75244,-35.30352
Galinhos,-5.09118,-36.27449
Martins,-6.06556,-37.93308
Governador Dix-Sept Rosado,-5.36355,-37.46582
Natal,-5.76151,-35.27544
Jucurutu,-6.16639,-36.93657
Natal,-5.81615,-35.22446
Maxaranguape,-5.50545,-35.26207
Tenente Ananias,-6.41331,-38.19012
Tenente Ananias,-6.43682,-38.12248
Sao Goncalo do Amarante,-5.77557,-35.25832
Carnauba dos Dantas,-6.55646,-36.59438
Goianinha,-6.25059,-35.21778
Sao Miguel do Gostoso,-5.10054,-35.76114
Almino Afonso,-6.14898,-37.77024
Extremoz,-5.65167,-35.24006
Parazinho,-5.23078,-35.84498
Rio do Fogo,-5.37983,-35.33576
Nova Cruz,-6.45676,-35.33372
Natal,-5.75089,-35.25225
Sao Goncalo do Amarante,-5.78955,-35.33115
Vera Cruz,-6.0456,-35.4281
Vicosa,-5.99185,-37.9474
Nisia Floresta,-6.05599,-35.17087
Sao Goncalo do Amarante,-5.80392,-35.43914
Grossos,-4.97573,-37.15953
Nova Cruz,-6.478,-35.434
Nova Cruz,-6.478,-35.434
Serra Caiada,-6.1252,-35.64403
Venha-Ver,-6.3218,-38.48899
Umarizal,-5.9899,-37.81325
Maxaranguape,-5.50545,-35.26207
Vera Cruz,-6.0456,-35.4281
Ceara-Mirim,-5.58735,-35.39518
Natal,-5.85323,-35.24255
Sao Goncalo do Amarante,-5.80351,-35.35814
Sao Jose de Mipibu,-6.07046,-35.24027
Passa e Fica,-6.44755,-35.57242
Canguaretama,-6.37492,-35.12853
Nisia Floresta,-6.09198,-35.20602
Lajes,-5.69883,-36.24273
Lucrecia,-6.09009,-37.81054
Upanema,-5.62174,-37.2544
Lucrecia,-6.11913,-37.81266
Pedro Avelino,-5.51623,-36.37607
Natal,-5.80767,-35.24223
Goianinha,-6.25059,-35.21778
Lucrecia,-6.14833,-37.80112
Caicara do Rio do Vento,-5.75908,-35.99979
Santo Antonio,-6.30517,-35.47513
Ouro Branco,-6.70675,-36.94639
Parnamirim,-5.93048,-35.23879
Brejinho,-6.19257,-35.35735
Almino Afonso,-6.15742,-37.76312
Lagoa Salgada,-6.12581,-35.47249
Touros,-5.19918,-35.46011
Tibau do Sul,-6.18807,-35.0926
Ipanguacu,-5.49714,-36.85287
Espirito Santo,-6.33557,-35.31709
Caico,-6.45913,-37.09648
Olho-d'Agua do Borges,-5.95925,-37.71182
Pedro Velho,-6.436,-35.21986
Sao Jose de Mipibu,-6.07158,-35.23604
Sao Rafael,-5.8085,-36.88017
Caico,-6.46133,-37.10829
Florania,-6.10932,-36.81593
Pau dos Ferros,-6.10956,-38.20907
Marcelino Vieira,-6.29354,-38.16661
Natal,-5.77016,-35.26141
Passa e Fica,-6.44277,-35.60565
Natal,-5.75089,-35.25225
Sao Vicente,-6.12354,-36.6571
Acari,-6.43618,-36.63388
Tenente Laurentino Cruz,-6.16637,-36.7206
Sao Goncalo do Amarante,-5.77495,-35.26854
Sao Jose de Mipibu,-6.07046,-35.24027
Ceara-Mirim,-5.60828,-35.44934
Extremoz,-5.7027,-35.31402
Rafael Fernandes,-6.22435,-38.25033
Guamare,-5.10736,-36.31814
Caico,-6.44324,-37.07748
Sao Goncalo do Amarante,-5.78885,-35.30207
Sao Goncalo do Amarante,-5.77907,-35.27699
Taipu,-5.67196,-35.60048
Currais Novos,-6.26746,-36.51469
Lajes,-5.69368,-36.2326
Maxaranguape,-5.50545,-35.26207
Marcelino Vieira,-6.25682,-38.21446
Joao Camara,-5.5339,-35.82208
Caico,-6.44238,-37.07664
Natal,-5.75089,-35.25225
Nova Cruz,-6.47626,-35.43637
Lagoa Nova,-6.09445,-36.47113
Sao Jose de Mipibu,-6.07046,-35.24027
Natal,-5.75089,-35.25225
Currais Novos,-6.25213,-36.524
Santa Cruz,-6.23954,-36.03114
Natal,-5.8844,-35.17253
Nisia Floresta,-6.09071,-35.2113
Equador,-6.94066,-36.72246
Natal,-5.7622,-35.27117
Sao Jose de Mipibu,-6.07046,-35.24027
Pedro Velho,-6.46114,-35.23682
Natal,-5.83606,-35.22051
Lagoa de Pedras,-6.14973,-35.43348
Vicosa,-5.99231,-37.94843
Extremoz,-5.6866,-35.24399
Jardim do Serido,-6.5921,-36.77512
Caico,-6.47344,-37.10263
Bom Jesus,-5.98631,-35.5888
Doutor Severiano,-6.09368,-38.37368
Mossoro,-5.1938,-37.35687
Natal,-5.7737,-35.19824
Serra Caiada,-6.15866,-35.68756
Serra Negra do Norte,-6.50426,-37.36965
Jose da Penha,-6.31268,-38.2844
Montanhas,-6.48224,-35.28769
Acu,-5.60865,-36.90844
Caraubas,-5.79117,-37.5537
Natal,-5.82573,-35.2451
Serra Negra do Norte,-6.66398,-37.39497
Sao Goncalo do Amarante,-5.78955,-35.33115
Marcelino Vieira,-6.29354,-38.16661
Parnamirim,-5.9439,-35.27801
Guamare,-5.10658,-36.32249
Lagoa Salgada,-6.12581,-35.47249
Portalegre,-6.06859,-38.00454
Mossoro,-5.14255,-37.34729
Maxaranguape,-5.50545,-35.26207
Ceara-Mirim,-5.60428,-35.30821
Sao Goncalo do Amarante,-5.784,-35.28407
Caraubas,-5.79117,-37.5537
Grossos,-4.9822,-37.15481
Sao Jose de Mipibu,-6.07046,-35.24027
Natal,-5.75089,-35.25225
Macaiba,-5.84987,-35.40897
Nova Cruz,-6.46712,-35.43818
Almino Afonso,-6.14459,-37.7665
Serrinha,-6.27709,-35.50134
Bodo,-5.98804,-36.41383
Acari,-6.42722,-36.64094
Augusto Severo,-5.85811,-37.30887
Canguaretama,-6.37492,-35.12853
Upanema,-5.64427,-37.26892
Patu,-6.10153,-37.6401
Caicara do Rio do Vento,-5.76,-35.998
Natal,-5.84045,-35.27358
Santo Antonio,-6.30517,-35.47513
Currais Novos,-6.27274,-36.52909
Cruzeta,-6.41117,-36.7846
Governador Dix-Sept Rosado,-5.46089,-37.5209
Sao Goncalo do Amarante,-5.73744,-35.3702
Luis Gomes,-6.41402,-38.38642
Nisia Floresta,-6.09071,-35.2113
Jucurutu,-5.97464,-36.92921
